tweet_id,author,content,label
1965513527,iamplatopus,"i like how, no matter how much fun i'm having, i need a hug, a bowl of ramen, and a comfy blanket as soon as i get home.",0.00
1965513635,EliseOlavsen,"@imseth no, not yet  i have 3 weeks left!! :O do you have summer holidays now?",1.00
1965514120,RosaAcosta,@donomo  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,1.00
1965514281,sascha_search,"By @nikhilbhaskaran Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more",0.00
1965514382,SirDrCarter,@LaurenConrad mmmm lauren conrad eeeeep im going to miss the hills,0.00
1965514680,lena316,"Anton!Chekov has his own youtube?! Where have you been all my life?! Well, at least til I 1st saw ST XI a few wks ago, no recent updates",1.00
1965515154,kgasso,@argonman ouch.,1.00
1965515178,moopanda,@jesamine Here's a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don't paint a good picture :-C,0.00
1965515694,SicknastyLaura,"Today is just not my day. I can't seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",0.00
1965515750,mellllllymelmel,@AsheyPooh aaahh i know!! i was spose to but i had to take my dad to the airport.  next weeek fasho!,1.00
1965515763,Charisjordan,i think i have a fever,0.00
1965516640,craiggordon1,@jambomb oh that looks boring  and even more boring you have an exam on a saturday,0.00
1965517029,raymundopelayo,Whoa. UP is sad.,0.00
1965517167,MissMGM,Sick. With a flu like thing.,1.00
1965517684,sunshinelover14,@mitchelmusso PLEASE LET ME TALK TO YOU!,1.00
1965517951,saragarth,@NiaBassett she's just finished!  The Pretenders now. x,1.00
1965518278,hmhalti,Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,0.00
1965518352,MarianMoon,I'm new at this and I don't have any friends now!  please comment !,1.00
1965518371,dj_circle_k,Truck full of silver bars imploded on itself.  Delayed us an hour and we didn't  even get a bar for our troubles.  No photo,0.00
1965518381,sentral,@b0nk T ere is a visio document but it�����_s continuously changing until now.,0.00
1965518393,_AislinnTighee,@JustYassy i did  i dont no,1.00
1965518627,lilMISSchatterb,Oh and i almost forgot i have to take my lip ring out for water polo season,1.00
1965518871,dizzy_vicky,such a good day!! even though my so called friends did try to row away from me  but god i love em :p,1.00
1965519150,lyssaa,dont get to see my boys tomorroww.im sad,0.00
1965519805,MiDesfileNegro,@Saraa_xD What I TRIED to say was 'it seems like the people of Facebook don't agree'... I guess I fail  -cries-,1.00
1965519933,JaydyGaGa,@Elixabef I hear you   Any time earlier than 11am is just mean!,0.00
1965520237,likeyellowlemon,ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!,0.00
1965520382,TimCAD,"Had some pliers blow up in my face today. My mistake, killed the wrong breaker. Wires connected on the pliers, boom. Big chunk gone.",0.00
1965520399,jamiemoon,"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",0.00
1965520444,Lovingshirls,Ohhhhh what a line,1.00
1965520509,MissEspn,@jenniferdodd I'm out of town next week   We'll have to party when I get back. Happy early Birthday!,1.00
1965520697,ILuVMiLeYCyRuS7,@MileyIsAmazing1  take tylenol or advil? whatever one i never get headaches so i dont know which is better,1.00
1965520825,psculthorpe,"Dammit, more money to spend on iPhone apps... haven't finished Wolfenstein yet  http://bit.ly/Othhv",0.00
1965521081,Marriiiiia,"my camera's being a doucheeee, it stopped working",1.00
1965521663,JOSIElistic,tired as fuck. it's pissing down with rain. i miss summer,0.00
1965521796,FlorAraoz,@itschristablack aaaa i cant go to his pagee  It really exist?,1.00
1965522285,jennasn95,they aren't selling jamba juice at my school today  they're going to sell it next week. on monday.,0.00
1965522422,beingnobody,"Everytime still holds horrible, horrible memories for me though.",0.00
1965522664,tisaXO,@melodyxxx boooo!!! I bet it was a nice wallet too,1.00
1965522878,Eggface,@SCHATJE TY. Just a long tiring day filled with expensive plumbers and work  needed CALGON. Hope you &amp; @madberry have an AWESOME weekend!,0.00
1965522993,cia_baby,@KidFury I dont see it? where do u see it listed at cause I dont,1.00
1965523109,jeniferrliu,"getting ready... omgosh, so nervous",0.00
1965523120,Ms_Chin,@Tatylicious Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,1.00
1965523667,ArielRebel,"@Bellabellini - Yeah I know they are fuck annoying with that... But it,s such good promo... I lost some contacts for business in there",0.00
1965524073,RhodesAnnals,actually I could do with going to weight watchers,1.00
1965524592,kristen319,Wishing Adam wasn't at work,0.00
1965524757,SueMartha,Still at work whaaaaaaaahhhh,0.00
1965524815,Nicole1990,@AlanCarr i was ment 2 c u tonyt but my frend was l8 n wen we got ther they wernt letin priority tickets in!  i'll def be aplyin agen tho!,1.00
1965524946,Jadex_shakeit,@Mitchelmusso: Am getting upset listening to the say now  I want to speak to you Mitchel but my darn phone got no money on x,0.00
1965525087,JadenMarieJ,@KeLauLi I'm so sad right now.,0.00
1965525688,jessica1901,my bf had to go to her dads for the week end. i will have 2 full days of bordom.,0.00
1965525848,LadyDutchess,Looking at my daughters baby pictures makes my heart hurt,0.00
1965526177,Lydiaatthedisco,@chully LOL too bad he's taken!!!!!!!,1.00
1965526188,Ducky999,It is 00:03 I'm Wrecked  I'M Hungry &amp; I have to get up early. Not the perfect Fri night LOL night,0.00
1965526435,marleedean,The icecream truck never comes to my house,0.00
1965527014,FakeBryan,@omgcorrine I'm having the same problem,1.00
1965527053,JDOG123456,"I miss my closest freind,Shirley, She went to France for the summer  I miss you Shirley!!!!",0.00
1965527118,JmacFan4,@Jtay1995 It's finally summer! Unforunately I can't come see you...it'll be a while before I see all of y'all again.  Tell emm I said hi!,0.00
1965527205,lny22,It's so hot tonight  ugh gross.,0.00
1965527505,IvoryCries,errr....I don't want to go sit in the heat and watch a high school graduation.,0.00
1965530221,Daadogg,Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone,1.00
1965530460,yihwan,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,0.00
1965530584,mizz_dgaf,Just got home from the hospital.... i have another clot in my leg,0.00
1965531130,x0EMMAbella,@hogaan can you stop working so i can have someone to play with !,0.00
1965531224,kaffffy,@GreenJeanine FAILlllllllll  whenever ur freee then?,1.00
1965531377,MarshaTomlin,I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,0.00
1965531745,zaqim,I am so glad it's Friday. I just got off work and I'm so tired.,1.00
1965531807,charlotterose,the fact my room is so hot is making me feel sick,0.00
1965532102,bubblegumneko,"@megaman51 Yeah, it's work. It's been busy all day and I'm tired and hungry.",0.00
1965532175,Karuma,Wish I brought some warmer clothes. It's chilly here.  only negative thing about the trip (&amp; the no sun which is connected to chilliness),0.00
1965532456,julilouro,@lulembo me neither,1.00
1965533372,adam_dominguez,@nathanblevins  Maybe next time. Can't be away this weekend as much as I'd like to jump in the car and go. ::pout::,0.00
1965533544,MariaMauger,"@dougiemcfly Have a great show Doug, have fun. Im sorry that I wont be there to watch you",0.00
1965533870,linnetwoods,@azandiaMJBB Oh no! Dreadful thought! Won't you get to spend any time blipping at all next week then?,0.00
1965533965,BerkanasGarden,@Fresh_and_Easy when will these stores in Sacramento open? Been waiting and nothing,1.00
1965534061,Danny4tomorrow,@johnmaine ahh i wish you guys would come to a hot topic near me.,0.00
1965534120,bstaffen,Pissed at you @KatieHanrahan  http://myloc.me/21CU,0.00
1965534470,DomMalice,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,0.00
1965534696,ms_evangelista,What happened to my early night? Am about to turn into a pumpkin,0.00
1965534896,Monica2112,"@maddsie Thanks, none close to me.",1.00
1965535000,Catrina1978,Im home where i am about 2 drink alone.,1.00
1965535842,LordJobo,JoBo's tired of getting off work at 7,0.00
1965536029,robsc,"Dang, I need a bed in the bay area Monday / Tuesday night  Anyone able to help out?",1.00
1965536039,Mukie,is not liking the online livebox right now. Internet is dead.,0.00
1965536596,lAURISxO,bed rest for all weekend and next week  neomonia suck,0.00
1965536794,Guajataka,@YakfisherNet no way to comment on site unless you are a member,1.00
1965536854,KeyonaVSKeyonce,I'm sad Twits!  I'm going to miss @epiphanygirl musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,0.00
1965537132,SharlzG,"sigh.. stayed up late cause was on a role w/ assessment, now I'm so tired my eyes r stinging &amp; my head hurts.. &amp; I still need 500 words",0.00
1965537500,Heavyeyeliner,@DizzyMalfoy ouchie  Did u take some Excedrine? Thats the ONLY thing that kills my headaches FAST!,1.00
1965537801,deannefl,Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!,0.00
1965537873,kamml,Coming to the end of my vacation.,1.00
1965538635,Lucy_nessa,@SpringWestEnd i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,0.00
1965538857,Love_Angie,First sports banquet without katie,0.00
1965539027,xxroshaleexx,@ashleepham: just the dinner,1.00
1965539102,MileyCyrus,@tracecyrus plz dont fall in love with tokyo and never come home,1.00
1965539202,christrejo,"Well I guess I'm not heading out to LA this weekend, Doubt I'll get to go to the PS Blog Meet and Greet",0.00
1965539349,Melissa808,"@NctrnlBst @dkmashino I could go for some Lulu's or Slanted Door right about now.  Tomorrow is the Farmer's Market, right?",1.00
1965539437,inashlalaland,"@sheelovewood aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",1.00
1965539668,Mirandaann00814,sitting at home being bored.......,0.00
1965540030,SarahGuadalupe,Kimberlee Hatch!!!!!!! I miss you,1.00
1965540068,MamaCubed,Now have an unpleasant talk w/n-laws 2 look 4ward 2....,0.00
1965540369,VanessaCorsetti,@dmafiax i know...,1.00
1965540504,Mixaelala,"@Mcpattz ouch, thats your achy back...so sorry ... i didnt mean to cause you pain",0.00
1965540525,sambarama,Apparently I'm not meant to take dance lessons here,0.00
1965541217,stephmtz13,I'm headed home.. Sea world closed early,0.00
1965541385,fozbstudios,Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny!,0.00
1965541537,lipodoc,"@jcubed1 Dang! Of course, I'm just jealous 'cuz I didn't think of it first",0.00
1965541573,Money_all_day,Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!,0.00
1965541670,hakunnamatuna,"@ greengoo: Haha, I don't have any  I have decided to see if making a grilled cheese on a George Foreman would work well...",1.00
1965541837,EricaGlass99,Just saw &quot;Drag me to Hell&quot;. Sam Ramei is excellant as usual but the kitty scene was kinda hard for me,0.00
1965542167,LiLMagzy,@dannygokey im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,0.00
1965542230,veepveep,@peapodann the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!,0.00
1965542357,CntryMusicLuver,Struggling...selfishness and jealousy doesn't get you any further in life... ohh myyy,0.00
1965542523,HaTheQueen1,grandma mode I dnt anything I just wanna lay here and watch tv,1.00
1965542801,abyschan,My net died so yeah....  I'm sad now,0.00
1965542810,MotherofSEM,Hubby needs a vacation  Thank God we're leaving for Myrtle Beach in a week!,1.00
1965542885,synergyrecovery,Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season '09.  Still looking 4 more FL subs.,0.00
1965542929,bonniespurple,@Axelsrose  im trying to fix myself really but i need to stop cutting myself,0.00
1965543016,XcourtneylisaX,@conorravo ye it is not fare on me  x,1.00
1965543083,gary_kirk,"@thatgirlonline Dude you're always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it's rubbish",0.00
1965543260,vickyclarck,"@tommcfly Tom, get ready, here in Porto Alegre is really cold",0.00
1965543371,Lloyd,Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,1.00
1965544576,sommerbabyfoo,this cheese is fuckin up my stomach,0.00
1965546055,sofiaramirezU,En el salon.. Que caliente el blower ouch,0.00
1965546075,AlexBooth91,@RealJudgeJules Gutted your not playing Kos in July Jules,0.00
1965546454,Jean_o,"@GravyFloid Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii.",1.00
1965552133,AlyxxDione,@MsPrincessLala @AshleyNicole305  someone is ignoring me  &amp; being mean..,0.00
1965552725,zoepapilia,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,1.00
1965553514,jackbarakat,"@amandalaur that would be awesome i think, i hate how expensive phones are",1.00
1965553613,TheMsLivia,@ebonyeeee - No I didnt get your text.....,0.00
1965553838,MarkByrd,@sexybrandy well... I don't drink!,1.00
1965553876,squint777,Finished Death Du Jour. School's out.  Nerd.,1.00
1965553903,lilfishie226,I need someone to watch my yorkie.,0.00
1965553974,shntenchi,@dingyu @ngoskillz I have no idea whether or not to drink anymore...,1.00
1965554037,siobhanrox,@mileycyrus i bet you miss trace loads,0.00
1965554173,KatieBear2300,@allenrob23 ..people you love.... wait i am not there,1.00
1965554455,kmtato,@RaeBoz I do! But I have to go to a dang wedding in madison,1.00
1965554661,yeahitsjames,"@kimi_joyner And he can't even tell me.  Me and him are fucking done, professionally. Fuckin' ass.",0.00
1965554735,Smiller93,@Mishhh oops I meant 19th  snowdaysss..,1.00
1965555016,juanlovesfuzzy,@ProfLovee why you not go on the twitters no more?   oh bais!,0.00
1965555022,rickdog,tMeme&gt; My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,1.00
1965555190,topwebcomics,"@fifleaona I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky.",1.00
1965555727,beckyhope,@Rosellyanna she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,0.00
1965555803,Jessieface823,my tummy hurts!,0.00
1965555870,plaunteetaytuh,"went to galveston, want to go back",0.00
1965556033,mrtnwong,@mkuioka808 You still have class? Ouch,0.00
1965556456,MCRmuffin,"@mcraddictal ohh, ouch",1.00
1965556665,Angry_Bryan,@EricaGlass99 Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo's pregnant it changes things,1.00
1965556827,DizzyMalfoy,@candyisrad  what's wrong with debbie?,0.00
1965556833,IllyP,@DjJonBlak Where were you on Wed night?,1.00
1965556916,CacheAdvance,"@coupleocachers Trying to watch your vids, but the audio has been disabled",0.00
1965557152,Jessi4given,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",0.00
1965557233,musiclovah,hey guys y did the sun make my day gloomy?,0.00
1965557508,cuzzapax,@jaidenkhat Damnit. Sorry to hear dude,0.00
1965557917,silran666,Is definitely working sunday afternoon to late evening,0.00
1965558425,SoleneD,@_Chelsea_Marie wow u might have bad days lately ...  Sorry... Where are you workin ?,0.00
1965558673,prinzessbtrfly,"It's called communifuckingcation.....learn it, know it, do it. These stupid ass people!",0.00
1965558783,16_MileyCyrus,"@mitchelmusso  omg, I can't call you from england, this sucks!! Please say hi to me on here!! it will mean soo much!! =D",1.00
1965558795,elpatro,"really want to see UP, but no one wants to go with me",0.00
1965558834,LunasLion,We're going to panahra for dinner.  miss you guys.,0.00
1965559028,karolijn,@billdeys it's raining  I'm hiding.,0.00
1965559305,_AislinnTighee,@mitchelmusso http://twitpic.com/67swx - i tried but i didnt get through,0.00
1965559389,vulturgryphus,@CaLoFs meag�����_ev�����_s.com,1.00
1965559595,gahrealmonsters,I realllly miss my parents backyard and hammock. reallly bad.,0.00
1965559701,323socal,94 more days till BH comes back to LA,1.00
1965559804,jbkaruna,I think I tricked out my ankle during cardio yesterday.  I'm getting old.,0.00
1965560139,jennyjoygasm,I don't know what to do about tomorrow,0.00
1965560394,twiggys_woman,doesnt understand twitter,1.00
1965560415,LemonFairyCake,"Missed Britain's Got Talent tonight, but I heard who got through &amp; what happend. Gutted that Greg Pritchard didn't make it",1.00
1965560426,shavonjovi,Omg! My dad called me a johny come lately haha because I'm slow  haha,1.00
1965560449,TimCAD,"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too",1.00
1965561268,untamed__soul,@SASSS09 hahaha.. sadly this one's supposed to be done individually.. so no chance of social loafing lol,0.00
1965561319,MiDesfileNegro,@Rorzshach Are you okay?,0.00
1965561520,mjay1978,"driving home,I�����_m so tired,had a bad day",0.00
1965562029,debarouchi,"I do feel bad for the nice people there though, just not whover it was that said we were out of line",0.00
1965562651,WHOStoastisthis,Hmm maybe I this time I really did over react and do the worst,0.00
1965562848,chungchow,i was an extra. got ready for work for nothing. studying all night,0.00
1965563258,justamadrabbit,@WhoaOhNo  ?,0.00
1965563410,MrsBlue23,@mitchelmusso http://twitpic.com/67swx - im waiting but its been 40min,1.00
1965563730,anitaa111,@drewryanscott LIKE U SAID &quot;GIVE TC A CHANCE!&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,0.00
1965563900,LeoNogueira,I'am back to Tweetie 1.1.1.,0.00
1965564299,KiwiWonder,"@CurvaceousDee aw, gutted",0.00
1965564351,Melina__Sosa,Take me away,0.00
1965564373,angelsita,It hurts to breathe again.. Why?,0.00
1965564453,NathanVogel,26 pin multi core cable goes bad just B4 service,0.00
1965564586,dalajajian,i love me some americana- but no movies to see,0.00
1965564616,thatgeegirl,I have a belly ache...,0.00
1965565109,TianaTopNotch,@JBARSODMG email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,1.00
1965569182,BrittanyGiron,"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt@Ny!!!",0.00
1965569212,saint0z,@Jovani_Celeste  how long is the delay?,0.00
1965569360,stormbunny,@mitchelmusso http://twitpic.com/67swx - haha wish i could call but i cant talk cause im sick and i lost my voice,1.00
1965569400,anitaa111,@jaykpurdy LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,1.00
1965569412,ksekher,i soooo want to get a Nikon D 90  damn y do they cost soooo much!,0.00
1965569476,Laura_Loves_It,"thinking lots of revision tomorrow  woo, hope it a sunny one.",1.00
1965569517,kyra_all_over,"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad..",0.00
1965569663,thaislibrarian,trying to upload one thousand photos!!,1.00
1965570047,joeq1159,@jennabeaniscool won't need my hugs anymore,0.00
1965570198,Binnnnnnaaaa,imm tired of callin @mitchelmusso &amp;&amp; hearin other convos  i wanaa call himm!!,0.00
1965570483,BecomingBella,"@mitchelmusso I REALLY WANT TO TALK WITH YOU MITCH! but I live in Indonesia, I cant call you  at least, give me a shoutout please??",0.00
1965570494,tisha_f,I am beginning to think sun blcok is a haox.,1.00
1965570758,slugyO,i miss my baby  hateeeeee it,0.00
1965570856,lastkaled,am now wearing the other half of the glass of sparking wine,1.00
1965571113,jdrydenUK,@jamesh_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It'll be in before that! I hope,1.00
1965571738,BadLadyinCharge,Why did everyone seem to leave me this weekend  ....sigh. In bed,0.00
1965571909,GinAndZeus,@DaysofBigWheels I wish I could see that first hand,0.00
1965572265,Running2Fly,I am SO MAD that Glee won't premiere till Fall,0.00
1965572546,nadz1215,Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,1.00
1965572565,ArcieriKeness,Everyone on the eastcoast... the rain hates us  let's just all fly to Cali. LOL,0.00
1965572855,littelmissfish,@reveng101 yeah I know it's so stupid !!!!!!! There no jobs I mean come on,0.00
1965572932,JareWolf,"@WerewolfEmbry No, trying to reason with it. It didn't listen",0.00
1965573024,Andreaheartscgh,@charlieks @tonita_face @emmaleeks and nana.wish i was there last night,0.00
1965573082,Inyeni,@jeannethinks I would love to see the sun again.  It has been raining here for 3 days now.,0.00
1965573321,Lilayy,@paaaulaaac me too  even my life is pretty good but i always say its shitty,0.00
1965573456,HannahWxo,Squashed Foot  xx,0.00
1965573637,Cooley_Cakes,"@WonderlandDream I can't, I have an exam on wednesday",0.00
1965573739,RicardoZamora,"@maggit talk to their creators yesterday no date for public release, just developers",1.00
1965573921,mfonseca77,Yeahhhhhhhhhhhhh friday..and I work tomorrow,1.00
1965574010,Ryan_Fielder,@Miss_Molotov Go much bamboo? Would you like to attempt to structure a sentence that makes sense? Why did i fail english and others pass?,0.00
1965574155,Dogbook,Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977,0.00
1965574160,JTrueblood1,@BigEish How?? and who is Mommy??? I want to call but the phone is still broke,0.00
1965574205,JackieDawn,@erin_elaine Our chandelier is here! I seriously don't know how 2 get it through our door without sending it crashing down our steps,0.00
1965574535,NickyLovesMcFly,@xzenax Bad times for everyone  Whywhywhy do we have to write essays  No fair!,0.00
1965575110,diodesign,Back from comedy night. Great fun. It's only midnight. I'm knackered. I'm getting old,0.00
1965575182,briannajonasx16,why does it randomly hangup on me?,0.00
1965575237,JohnBfromTN,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,1.00
1965575629,NattNat,@PJ1221 me too,1.00
1965575656,lemonchild45,I am unhappy,0.00
1965575905,TanMatt,Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7,0.00
1965575986,maxgeiger,"@GentlemanRiot yeah, I thought they weren't food grade, but apparently they were. Kind of a big waste.",0.00
1965576092,wendynoble,@cnolovechild YAY!!! I think I found it and a few more,1.00
1965576121,mellywho,"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow.",0.00
1965576457,r0z1k,??????? #bash ?? ??????? ????????? ????,1.00
1965576776,moltenarts,my attempt to sync facebook and twitter seems to have failed,0.00
1965576906,16_MileyCyrus,@TeamCyrus AHHH! still not following!! Do you think she forgot??,0.00
1965576972,sirkatiep,wants to go the the vintage paper show but no one will accompany her,1.00
1965577156,MikeMunro,"It's patio weather in Kirkland!  It's also launch-yer-boat weather, except I'm missing the boat part",0.00
1965577184,kmegzz1,@mitchelmusso WISH YOU COULD CALLL ME  DO U HAVE A UK MY SAY NOW NUMBER? UR ACCCE! X,1.00
1965577805,rcassford,I want a lie in tomorrow! Won't be getting one though,0.00
1965577904,aimecharmante,Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies,0.00
1965578217,sunnysidexo,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,0.00
1965578316,vaguelyobscene,@bongy_k Your teacher sounds uber disrespectful.,0.00
1965578558,snowbunny22,@tinylegacies D: But it is making people unhappy and I dun like unhappiness,0.00
1965579014,JadyenGrey,@AustinWilde  well i see ur moving onto the next cute guy,1.00
1965579490,michaelbeck,@tpyle I know.     #hhrs,1.00
1965579701,is_selene,@Twilight_sm Do you know why we have two Categories on our website? I'm trying to remove one but i can't.,1.00
1965580181,anitaa111,@tccrt3r !! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,0.00
1965580509,uni0000,going to the memorial for the guy in my grade that died.,0.00
1965580603,biznic,I need to look at apartments tomorrow,1.00
1965580754,yogeorge,@morganeleanor ew I know EXACTLY what you're talking about,1.00
1965580836,JodieMiley,@mitchelmusso http://twitpic.com/67swx - i wish i was calling you but i can't from Malta,0.00
1965580958,DanAmrich,"@darvin111 you don't even care about there, their, and they're.",0.00
1965581467,shshshshorty12,Doesnt feel good!  but I cant miss work tomorrow!,0.00
1965581468,mnrmg,@Jayme1988 not really sure. need to deposit and save some money,1.00
1965582002,karrenwhitney,dang that burrito and toaster strudle(sp?) was just a tease im still hungry,0.00
1965582249,Cinderella1979,"@JRKNaughtyAngel You lucky girl! I also wanna see them (again LOL) I wish they'd come to europe again, but I doubt that",1.00
1965582609,ShrinkingSusy,i bit my lip...hate it when i do that.,0.00
1965588582,bttrflyjss,@pkeith If only you'd come the sick one...with inflamed vocal cords,1.00
1965588779,CaraFrank,@KeeganFrank: I just don't want to be here.,0.00
1965589165,davidahughes,"I have an awesome picture of happy pint, but it's not sending",1.00
1965589294,abbyavaryxo,@HolidayParade so close to tennessee,0.00
1965589536,robertmay1,I need new socks,1.00
1965589660,FullTimeMom,http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,0.00
1965590064,monicananz,@buddahwong i wish you were in my class last year,0.00
1965590160,carolduff,i want come back to U.S.A.,1.00
1965590205,ilykh,on my way to shreveport to forget all the bad things he's brought into my life,0.00
1965590430,bradenwalker,feeling better. drugs are awesome! sad waste of a 3 day weekend!,1.00
1965590578,ikg_agent,Time for a clean up.,1.00
1965591208,CorinneRoberts,"debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won't wanna stop",1.00
1965591368,DataVonTeese,I have had the William Shatner version of Rocket Man in my head for 3 days now. It's fucking distracting,0.00
1965592023,mizz_dunn,I hate being yelled and sworn at,0.00
1965592211,itchyblood,Why is no one online?,1.00
1965592231,jpf566,Crossing the bridge....leaving ocean city  I'm sad.,0.00
1965592506,dritchie917,is poolside. Bowling toniht maybe?? Back to work tomorrow,0.00
1965592564,Jayme1988,@mnrmg I am doing the same  I want to travel a little!,1.00
1965592721,redskins27,Ouch...waited to long to get eyebrows waxed,0.00
1965593080,CarolAvila,@annamessias i miss yoooooooooooooooooooou my poia,0.00
1965593110,Dancin2the80s,Wowzer! It's very windy. Not good for my allergies!!,1.00
1965593178,gingblu,says it's raining again  http://plurk.com/p/x2ydn,1.00
1965593274,carlquested,"very much disappointed with the angels and demons movie  shame, it was a great book",0.00
1965593585,LaBellaBeauty,I wish Saturday Night Fever was on again! I couldn't stay up lastnite for the whole thing,1.00
1965593800,giuliagoolia,95 degrees and a crappy a/c,1.00
1965593900,PricelessToni,I drive &gt;90mph on a daily basis. u cld film Fast &amp; Furious off of me. But anything  &lt;1 mph is not my forte'. I bump Anything!.,0.00
1965594304,rachiru,going 2 bed.  its gonna be a looong day tomorrow with the sun shining and i'll be inside working like a (hot)dog! (who makes sandwiches),0.00
1965594543,ChelcieParry,Well good job to my two cousins that are graduates! Good luck in life!!!  &lt;never wear your pajama pants to school  &gt;,1.00
1965594598,vangief,"@starrjonze that's the prob, i work from home, and the bed's calling, no, screaming out my name! had really strong coffee instead",1.00
1965594815,powergurl,@greenphoenix09 thanks!!! But ummmm can't find that option  http://myloc.me/21F2,0.00
1965595014,MiDesfileNegro,@Rorzshach Oh no  -hugs-,0.00
1965595277,ComcastBonnie,"@JennaSnacks it's best if i check it while it IS up. when it's down, i can't really see anything",0.00
1965595330,realreviewing,bored fixed the internet for my dad but now im bored to death,0.00
1965595527,slightlydrunk,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons,1.00
1965595666,sophieforchuck,RIP Big cup... I will miss you,0.00
1965595890,AngieMac84,"Eugh, just seen a huge spider running about &amp; had to kill it with my shoe... I HATE spiders... &amp; crawlies that come out in humid weather",0.00
1965595928,hellosarahh,"@toee speaking of meeting people, do you have them photos of us and oli? i lost them",1.00
1965596589,85stacy,can't set p my phone to twitter,0.00
1965596732,kirstyrawrr,"@Spidersamm ohh yeahh (: i'm probs gonna be a loner to start with, thanks to the person i was gonna go with be a bitch",0.00
1965597309,RainbowSoulPoet,he's outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there's nuthin I can do about it  --&gt;,0.00
1965597341,faithalicous,Uhh badddd day. Tired and ready for it to be over,0.00
1965597517,Rachael102,thinking about life and my dreams. why does it seem so appealing to give up?  im so jealous of every band/artist who is living theirs out,0.00
1965597918,Roxie22,If my phone dies I will die too!,0.00
1965598057,loscissorhands,Spendin time with ant before he's gone for the night,0.00
1965598083,michaelhannah,@KimSherrell not me  sigh,1.00
1965599330,ayende,"@shanselman still no class loaders, or even custom assembly loaders",0.00
