userid,catid,rating
389421,7045,2
992608,197,2
992608,10746,2
992608,11881,1
1302674,17673,3
1454739,16366,1
2009618,18265,2
2663738,12899,1
4876598,5472,1
4876598,5921,1
4897935,9893,4
4897935,12034,2
6025547,8680,2
6247769,16206,1
6344076,10594,4
6644374,13163,1
6659464,12370,1
7404106,6295,2
7404106,6541,2
7404106,6301,4
7404106,6306,3
8341307,5923,6
8453819,11039,2
8720340,6858,2
8912877,10746,14
9060335,5782,2
9060335,18844,2
9520728,18265,4
9526096,11019,1
9526096,11039,2
9638391,6858,4
9638391,15883,2
9721710,12899,2
11944616,18265,8
12067041,1127,3
12067041,3131,1
13432715,3651,1
13432715,8144,15
14576529,19656,1
15029517,16366,1
15389785,4,1
15846213,10279,2
15846213,11021,2
17942077,8510,4
17942077,8725,2
18677576,6628,11
19804451,3651,4
21978622,18265,2
22942627,12899,1
2679363,12547,2
2679363,12550,1
2679363,12548,8
4167622,3651,2
4397047,18844,1
4518171,5923,3
4518171,6012,1
6483059,3651,18
6734627,12370,1
6734627,9258,3
6734627,17842,6
7765744,11881,1
8449344,12899,2
8449344,7155,4
10308426,9787,2
10308426,8340,1
10308426,11039,2
10452458,12372,1
12169685,16761,1
12490369,12370,3
12490369,19656,3
12490369,3238,1
12968282,19805,2
12968282,7354,3
12968282,7378,15
13883532,12332,1
13883532,19656,12
14350908,18863,1
14350908,10594,3
14350908,9516,1
14350908,10265,6
14350908,8940,1
14350908,8303,4
15874067,10746,22
16093771,4516,1
16093771,12370,1
16347781,4892,3
18652957,18265,23
18760008,12899,9
18835696,11933,1
18835696,11881,2
18835696,11671,2
18835696,11931,4
19578950,19074,2
19578950,18265,2
19578950,19011,1
20135089,17140,1
20272972,6185,1
20272972,6349,2
20948358,12899,1
21642992,7378,6
21758432,16868,2
21758432,16899,2
21758432,12370,1
22575137,10271,1
1945608,19466,1
2925053,18265,2
2925053,7220,1
3022218,13093,2
3105357,10746,4
3241890,11019,2
3241890,8815,5
3241890,11039,5
3241890,11021,2
3668944,17842,2
3668944,17568,3
4015773,4435,2
4320403,915,4
4397897,12899,1
4512527,10419,1
5328796,7814,10
5328796,7378,22
5915169,10623,1
6169932,18265,7
7539257,18265,16
8022863,18265,6
8492968,16366,1
9695204,3309,2
9844814,18265,4
12616014,2844,8
12616014,10746,2
12616014,3309,4
12616014,7155,8
15435837,6858,1
15435837,7378,4
15435837,18732,2
16459053,11881,2
18036666,18265,2
18567981,8144,1
19723075,1127,1
19723075,11772,2
19723075,8144,1
19723075,15389,1
20154930,3651,3
20227082,19466,3
20858438,10746,2
20967424,10265,2
21336086,12899,1
21744083,1233,18
21744083,67,1
21744083,1084,1
21744083,915,1
21744083,1728,1
21744083,197,15
117274,3530,5
117274,10746,2
117274,3309,8
117274,3651,12
117274,11772,2
1197349,7378,52
1197349,7808,1
1883058,8725,2
2227375,12978,1
2227375,10623,1
2227375,12137,2
2660976,18265,14
3036404,12370,2
3036404,8144,6
3036404,15389,1
3290396,1335,2
3305659,12370,1
3640810,11039,38
3640810,18265,6
3640810,11019,1
4558673,11772,1
4563749,18265,11
6369395,10746,4
7075990,5324,1
8254521,11019,4
8254521,11039,14
8684401,7759,1
8941214,10746,4
9496711,12899,1
9535768,15977,1
9535768,3651,21
10341106,2787,1
10341106,2844,2
10341106,17189,1
10341106,11999,2
10341106,8144,2
10904014,10746,2
11222532,6012,2
11821459,8303,1
12613135,12899,2
12843017,16366,1
14687163,10594,1
15191946,3556,1
15192666,17136,13
16008653,7354,2
16008653,7759,2
16209595,17621,4
16209595,18265,3
16209595,17383,2
16209595,17568,3
17628753,18265,11
17628753,4287,10
18858247,12675,3
18858247,18148,3
18858247,18265,12
18858247,4415,4
19119200,6444,1
19119200,6482,6
19119200,6300,1
19119200,6460,3
19348823,18265,7
19676488,11772,1
21859417,18265,6
1751125,8144,2
2545967,6856,1
2545967,8144,3
2545967,6858,26
2915651,19040,1
2915651,8815,2
4063679,19656,4
4095829,7378,24
4095829,7814,2
4283251,19656,6
5436947,18690,1
5436947,18853,1
7539016,12370,1
7776249,10746,16
7776249,10594,1
7776249,10985,4
8509583,10641,4
8818512,10137,2
9492929,10746,4
9492929,17189,2
9492929,11881,2
9850111,8759,2
9850111,8144,12
10453413,10594,1
10532561,8367,8
10551675,16957,2
12773516,12967,1
13073512,12899,1
13223922,4892,1
13223922,6295,1
13422386,3238,2
13662339,2331,11
13662339,336,2
13662339,4,1
13662339,8510,4
13662339,915,2
14349699,18265,24
14349699,12370,1
16138896,9329,2
16676236,18265,2
16676236,12899,1
18515888,19656,2
18806362,12910,1
21637286,5782,1
21637286,12370,1
21663063,19266,5
21663063,8908,8
21663063,8815,2
44965,16366,2
2024751,10594,2
2083185,4309,2
3209437,913,1
3209437,3238,16
3209437,3092,10
3236649,12370,1
3236649,11601,1
3630185,3651,2
7069462,10746,4
9869394,10746,1
9948177,16441,2
9948177,915,2
10119902,3651,4
12045065,12370,1
13882266,12519,3
13882266,15754,1
14903986,16899,2
15301696,11881,2
15301696,11931,2
15859204,4461,2
15859204,4477,4
16718135,12370,1
16718135,19089,9
17032777,14894,5
17032777,11176,1
17032777,11412,10
17232355,1084,1
17437275,913,2
19552539,17665,4
19552539,4516,3
19664752,18265,4
19679968,12372,2
19935230,17673,2
19935230,17026,5
20752880,3651,2
21310373,12675,2
22591756,9893,5
22599577,1012,1
22599577,4,1
22732040,17421,1
122322,11999,1
122322,8510,6
2668669,3651,6
3050811,13881,2
3050811,6440,1
3050811,18265,1
3272960,17129,2
3272960,5658,2
3286358,3190,3
3286358,3189,1
5133320,8144,2
5133320,18943,2
5133320,6858,4
6248918,19034,2
6248918,19498,3
6248918,19089,1
6248918,6858,2
6262679,17562,2
8608037,913,1
8682281,3309,1
12517628,15082,2
13567638,18265,6
14801624,2135,1
16593955,16366,1
19555294,7378,5
19896101,14435,2
19896101,16753,1
19896101,18265,14
22261185,8367,2
22261185,9787,4
22379215,12899,1
1576486,18265,21
1765853,10746,83
1765853,10594,6
1765853,11772,2
1788913,11772,2
1788913,12780,3
1788913,12370,1
1788913,13552,6
2610101,8144,3
3020720,18265,2
3402556,9516,6
3402556,9385,3
3402556,18911,1
3402556,8347,1
3402556,9329,2
3759454,12370,1
4435441,10544,28
4703307,11772,3
6615325,1339,2
7690457,19089,6
7690457,19501,4
7755996,10746,3
7755996,10010,1
7755996,12325,8
7755996,11019,2
7755996,18863,1
7755996,8303,6
7755996,13987,2
7755996,9385,1
7755996,18265,8
7755996,11039,10
7755996,10265,311
7755996,5204,1
8601486,7378,8
9332055,19245,9
9527336,12899,1
9835505,1127,18
9855873,8303,1
10294139,18265,4
12992748,3092,10
13082181,18265,4
13703413,13087,1
15574238,18265,2
16544123,4372,2
16544123,3651,28
16544123,12519,2
16544123,18853,2
16544123,17783,2
16544123,18148,2
16544123,6516,2
16544123,19074,10
16544123,17673,18
16544123,6320,6
16544123,6607,4
16544123,7202,2
16544123,6509,4
16544123,19656,4
16544123,18265,34
16544123,6349,18
16544123,6645,8
16544123,13881,2
16544123,6675,2
16544123,7155,4
16544123,8144,16
16544123,6686,2
16544123,17803,6
16544123,6337,8
16544123,19020,4
16544123,13893,6
16544123,4516,6
16544123,17385,2
16544123,19040,10
16544123,18844,4
17489918,12370,1
18206643,19805,20
20130908,12910,1
20398075,12334,1
21291724,9750,2
21650516,6541,6
22385360,10641,4
22443982,13087,5
22443982,3309,1
22443982,19633,1
22733963,5097,4
22733963,3309,4
22828666,4516,4
22828666,17624,7
514950,913,1
2206449,12600,4
2206449,12606,3
2206449,18844,3
2206449,12645,13
2206449,12613,2
2568189,7149,2
2897727,10746,18
2897727,10594,5
4218129,8510,8
5909629,10181,1
5909629,8815,6
5909629,9329,6
6485032,12370,1
7647707,6858,4
7647707,431,6
7647707,800,2
10903908,17568,1
10903908,18265,12
11229634,8714,36
11911855,9893,4
12967632,6858,2
13649382,12899,1
14678523,12370,3
15644092,12370,1
19362088,10641,3
19835175,12334,1
20790212,2995,2
22145783,16366,1
22235194,10062,3
22235194,9516,2
1434061,18265,18
1434061,12899,1
2588639,8144,2
2588639,6858,2
2680529,11517,2
2680529,11442,2
2680529,11342,6
3729210,12910,1
6177230,11881,2
6177230,17887,2
6177230,11772,12
6828706,19447,8
6828706,19040,20
6828706,8815,39
6828706,19074,1
6828706,18844,1
6828706,18258,1
6828706,18265,53
6828706,19419,5
6828706,18828,4
7724359,10656,6
7987122,10746,6
9024761,12899,1
9024761,12370,1
9436938,16366,2
9837118,19089,2
9837118,19013,2
9837118,18690,8
9837118,19034,10
9837118,18853,4
9837118,10746,3
12502614,5923,6
14272550,18265,4
14459222,12477,1
14942710,12370,3
15204262,913,1
15204262,3190,2
15204262,12899,1
15280049,3309,2
15844881,18853,1
15847394,8144,2
15960388,12332,1
15960388,12372,1
15960388,11881,2
15960388,12370,2
15960388,10594,9
16089839,12899,1
16128296,10746,4
19935517,10746,2
20357931,12370,1
20357931,18265,3
20988057,17887,5
21162647,12976,1
22183392,8144,12
22253822,3651,2
22360312,19656,2
370351,6856,4
370351,8112,2
696749,16366,1
1301604,12346,1
1301604,19012,6
1696699,3651,4
2598070,12370,5
2598070,7378,2
2598070,8144,29
3190368,12370,1
5842178,8111,10
5842178,6856,8
6851270,18265,2
7026673,19638,1
7026673,19656,2
7026673,19805,1
7026673,13087,1
7211775,8510,2
7211775,12370,4
8374425,18265,6
8951657,6858,1
10215896,16366,1
10680563,3651,6
12256357,12899,2
12996255,12370,2
15304851,18827,1
15304851,18844,2
16423343,10419,1
16423343,10447,3
17010534,4309,3
17010534,1813,18
17010534,18265,33
17010534,1728,5
17120791,2638,4
17346912,4287,2
17346912,4341,2
17744581,19656,2
18205127,18265,4
18909245,18262,4
20531579,16653,1
20531579,10746,31
20531579,8714,27
20531579,8303,11
21058717,6696,1
21058717,17445,18
21058717,17456,9
22940606,12899,1
501030,18265,1
501030,10746,1
622967,18102,1
1507942,12899,1
1893946,8144,1
1984089,8680,1
1984089,8510,4
1984089,15977,1
1984089,10265,1
2812034,13896,2
2915829,10520,6
3149248,6012,1
3149248,5494,6
3149248,8714,4
3711394,18046,4
4198936,12109,2
7769233,17943,4
7769233,12899,1
8264844,10275,14
8264844,8303,7
8264844,10265,12
8264844,10302,10
8492339,1527,2
8492339,2929,1
9152525,18265,4
9804219,7378,2
10220959,7914,4
10892256,1345,3
10892256,325,1
11624720,18688,1
12032907,12899,1
13815180,3651,2
14920575,4892,1
14920575,12370,1
14920575,18265,4
14920575,4516,9
15160651,18828,1
15444394,16868,4
15444394,16782,6
16238383,16366,1
16659953,11039,4
17132955,8144,8
17287411,3651,2
17373999,5391,1
17373999,5494,7
17373999,6012,28
19320693,12899,1
19343567,19089,1
19343567,7378,3
20756592,10594,6
20968158,18828,5
20968158,12606,1
1322351,8144,8
1322351,6858,4
2092652,8430,1
2342558,12899,1
2863303,18222,2
2863303,18148,7
2863303,18154,6
3029518,18265,6
3241402,11931,4
4420587,6858,12
4420587,8144,7
5131081,16868,2
6846109,6858,4
7189356,16366,3
7189356,6858,14
7189356,15389,1
7189356,8144,1
8226110,17562,2
8230636,6858,1
8230636,7250,1
8230636,3309,1
8230636,5782,3
8230636,10746,12
8230636,3651,1
8332405,4516,27
8804365,3539,4
8804365,4701,2
8804365,4341,12
8804365,3303,1
8925574,1339,1
8925574,915,1
8925574,1345,1
9709660,6012,6
9717348,915,22
9717348,14423,4
10314244,19089,13
10589507,5848,2
11752106,12899,1
11975730,12842,2
13021540,18265,4
13084198,2844,2
13205620,11021,1
13205620,11039,5
17796890,3651,1
18678207,8510,6
19225914,3651,1
20720561,6858,2
20879713,915,3
21443218,5923,2
21782277,197,2
21782277,1127,6
21782277,1084,3
22269479,12899,1
22959962,3309,2
1211350,12334,1
1858602,17489,1
1858602,3651,1
1858602,4141,1
1975416,10656,1
2916889,18265,16
3137426,197,2
3402968,7994,1
3402968,6858,2
7452683,8714,1
7452683,12899,1
7452683,8144,1
8580924,12370,1
9380581,16366,1
9872015,18827,1
9976550,12370,1
10333542,1233,6
10333542,12899,1
10333542,1339,10
10596179,10746,3
10997524,3238,5
10997524,3190,3
11508025,19656,2
12061565,6858,4
12061565,8144,2
12061565,4319,2
12296768,12315,1
13135116,15522,1
13811205,10108,17
16091685,2929,6
16091685,18265,2
16710094,16899,2
17048637,10265,14
17759071,3651,4
18174858,7250,25
18174858,7155,2
18547706,6858,4
18547706,7035,1
18641131,12674,1
19901899,6858,8
19901899,15471,2
19901899,13987,7
19901899,9516,7
19901899,13087,5
19901899,15472,1
20396335,3651,1
22516681,4,1
22583812,8144,4
48373,18253,1
1763265,11196,6
1763265,11447,6
1763265,8303,2
4747109,13894,2
5249597,18265,16
8377141,19501,2
8470775,9835,2
8845522,18265,13
9635068,12421,1
9635068,7378,5
10332675,17489,2
11593989,13087,7
11593989,19631,2
11593989,19805,2
12144523,19074,5
12144523,10137,2
12144523,18265,6
12839982,13103,1
12839982,8144,3
13248562,915,2
13536113,19466,2
14786417,12899,1
15300746,17568,1
15300746,17026,1
15985964,19089,1
16107271,10641,16
17239666,12559,1
17259817,8144,2
17259817,16366,1
17473489,10265,2
21628756,18265,12
21628756,18148,8
21628756,18198,2
22468118,12370,1
583698,8303,1
583698,10288,2
583698,10265,8
583698,9893,1
583698,12003,2
583698,10746,4
583698,11999,3
583698,10071,4
583698,10192,1
583698,12081,1
583698,10271,1
583698,9750,2
1300907,10447,6
1633986,10265,4
3369924,18265,2
3480765,12899,1
3480765,18265,2
3480765,1127,2
6362556,915,2
6399235,5848,4
6943577,10447,4
6943577,11881,4
7280339,6252,5
7280339,3651,9
7280339,5886,4
7334884,4,1
8109486,6252,2
8109486,19656,6
8109486,10746,8
8109486,8144,14
8935840,8908,5
8935840,15473,1
9300430,12370,1
9301987,17943,1
9648560,12910,2
9888941,12370,1
10179041,11019,6
10179041,11039,14
10179041,11021,2
10569126,18265,8
11679462,12899,1
12497452,8510,1
12497452,10256,1
12767898,11039,7
13382212,16854,2
13688590,10641,12
14265455,18253,2
14733015,8144,2
15791883,2331,4
15791883,2135,10
16190223,10746,2
16927153,16366,1
17240795,19805,2
17619551,16806,2
17619551,17020,6
17619551,16899,8
18445168,431,2
18649546,18265,2
18854857,19419,4
19713111,4235,1
19713111,4249,6
22502322,18683,12
22502322,12899,1
1211467,12899,1
1211467,11881,2
1211467,16753,2
1211467,12370,1
1984688,8908,10
2012452,10746,2
2793895,19089,2
2793895,18690,1
5437817,17568,4
5437817,18265,12
6024262,4287,4
6024262,3303,2
6024262,12370,1
8483943,11196,6
8483943,6252,2
8483943,11194,1
9308943,9258,3
9341104,12370,1
9385071,3190,5
9385071,3238,22
9385071,4,1
9611240,19040,4
9611240,4,1
9611240,17943,2
9611240,19447,4
9611240,17166,2
9611240,17071,4
10225364,11583,3
10642974,8347,3
14384903,10265,10
15881483,4287,2
17194218,8759,1
17700172,18265,1
18431780,5108,6
18431780,19233,1
18535027,6846,6
18905139,18265,10
19449026,12899,1
19548041,12370,1
20030236,18265,8
20895511,10207,2
21287612,10594,4
21287612,7250,1
21537198,2044,2
21984407,12899,1
21984407,12370,1
9591,8990,2
161528,3651,12
3252393,12370,1
4184109,18265,9
4184109,10447,2
4184109,12519,38
5088869,18265,2
5088869,11039,28
5088869,11021,2
5833591,17562,2
5833591,8714,2
6140451,18262,4
6140451,18264,12
6140451,18253,1
6140451,18265,52
6249798,11881,4
6249798,11772,1
6249798,12370,2
6249798,11919,2
6620313,17166,2
7429392,18265,2
7553179,6012,12
8589437,18265,10
9141532,10594,1
10863216,8302,1
11600838,3651,3
11915372,9399,2
11915372,9495,6
12835989,19656,8
12835989,6858,8
12835989,10656,5
13190890,8714,2
13190890,10746,7
13462500,18265,2
13915354,11021,2
14348671,19419,3
15170643,17882,2
15230874,8759,2
15560681,12645,1
15560681,12606,1
18526943,17596,4
19089034,11881,8
19608835,10991,1
20508541,2929,2
21861962,11772,18
21861962,18265,2
827406,5923,2
827406,6349,2
827406,18844,3
1989752,6012,2
2323477,6509,2
2323477,3532,1
2323477,3309,56
2323477,15977,1
2323477,6349,13
2323477,16657,9
2900377,18265,6
4193002,12619,1
4193002,18853,6
4193002,18844,13
4193002,11881,2
4630303,12433,1
4665011,15389,4
5334156,19656,1
5479380,8144,3
5601933,11711,2
6253445,6858,16
7312390,12370,2
8133129,13168,4
9750544,11614,11
9919670,12899,1
11952112,7229,2
12028415,3651,2
12028415,12370,1
12028415,12910,1
12072950,12519,2
12803299,16806,4
16157048,6858,4
16478689,7928,5
16478689,19633,1
16478689,7378,10
17362664,12899,1
18522404,12370,1
18546205,12910,1
18756563,10746,2
18756563,12370,1
19062039,5923,1
21196848,12495,1
22988271,9824,1
22988271,8347,1
22988271,12034,2
22988271,9893,4
23031990,18102,1
1988182,8144,9
1988182,8023,4
1988182,8112,2
2094193,19656,7
3088917,1379,2
3239107,18725,2
3239107,19466,1
3526195,12370,1
3835674,8144,2
4550710,3651,2
4990235,10656,8
5479133,11880,1
5479133,11881,2
5944491,3651,4
6376077,19087,6
6376077,6858,2
6709907,6482,3
6709907,6444,5
6709907,6645,6
6709907,12519,6
9297526,1127,30
9297526,915,2
9297526,1084,4
9844476,12370,2
11103695,18752,16
11103695,19040,6
11280261,7378,2
11477275,19447,1
12499216,18258,12
12499216,18265,12
12499216,17383,1
13561429,16868,4
14257225,2331,4
14257225,18259,4
14265174,12332,1
14834816,17475,3
14834816,4341,2
14834816,12370,1
14834816,4309,2
15877586,15065,2
16119573,10302,1
16119573,18863,1
16119573,10594,8
16119573,10265,4
16119573,12321,1
16652275,6858,16
17588820,13163,2
17588820,13087,3
19117806,2386,2
21158786,4341,2
21544918,12899,1
22225495,10746,12
22225495,9835,4
22225495,3309,12
22225495,18265,10
139357,3651,16
706734,16366,2
706734,9843,2
706734,12109,2
706734,9893,4
748184,7378,2
748184,7250,1
941829,18253,1
941829,18265,6
1310453,7378,20
1310453,7814,2
2136315,12899,6
3296746,10746,3
5367691,12370,1
5561790,8144,21
5561790,16366,1
5561790,6858,4
5561790,12899,2
5598704,18265,1
7095151,16421,1
7659682,5782,2
8404133,18265,2
9381747,16366,1
9381747,8144,2
9725537,12370,1
9725537,18265,4
10532790,16366,1
10570179,12452,1
10985291,12899,1
12046522,7378,20
12046522,6858,2
12046522,6856,1
12060246,18265,37
12967158,10746,47
12967158,10594,26
13393106,5243,3
13393106,5212,6
13578600,3309,2
14043077,19089,8
14043618,18265,2
14571762,11995,1
14869705,2929,4
15538957,3651,2
16228589,431,4
17348399,10099,13
17348399,10137,2
17362532,7378,8
17744228,18265,5
20127338,18853,2
20127338,17070,2
20127338,16997,2
20161508,18265,11
20161508,8144,8
20161508,16366,1
20659112,15977,1
20659112,3651,4
20820515,5212,2
21396855,4508,2
21626226,11342,2
21746769,18830,2
21746769,18844,16
22147276,18732,1
22437478,18102,4
23056590,8023,2
23056590,8144,7
23056590,6856,2
2761875,8144,2
3079268,10046,2
3079268,10009,2
3079268,17803,1
3375512,12899,1
5150138,18265,5
5672050,3651,3
6975077,10656,6
7059176,7759,6
7059176,7378,22
7741894,4892,1
9871552,4206,2
10304767,18265,12
10304767,7378,46
10304767,7178,2
10330066,18265,6
10830241,6516,1
10830241,4628,11
11568265,10533,2
11568265,8510,18
14062034,16686,1
14733064,18265,4
14733064,12370,1
15036219,12974,1
15036219,11881,2
15036219,4892,1
15505565,18148,8
16471821,913,1
16659116,3651,10
16676515,10641,4
18330943,19501,1
21322912,12370,1
21633176,8004,1
21633176,8023,2
21652278,3092,14
2433185,12899,1
3394403,19025,3
3394403,12370,1
4166405,18828,1
7019699,13087,1
7795078,8144,3
7795078,11601,2
8834868,8940,10
9187016,9495,2
9187016,9516,18
12297109,6482,2
12508480,18265,6
12508480,12918,1
13298803,6381,4
13298803,6541,1
13298803,6320,6
13298803,6349,4
13658755,10265,2
14093663,9399,1
14343840,10594,4
14387151,10641,4
14690610,15568,1
14690610,10447,6
14690610,10533,2
16557195,1212,1
16914154,12910,1
17157530,10640,2
17591540,10071,2
19101901,6349,4
19698410,17620,2
603180,19656,20
603180,13087,3
603180,19913,2
603180,3651,22
603180,12780,2
3712957,14957,1
3971949,12005,2
3971949,8303,2
4073844,10275,2
4073844,10746,20
4073844,11039,12
4399039,3651,2
4563334,10656,4
5209344,18265,22
5209344,12370,1
8131117,15065,2
8131117,14456,8
8131117,10275,1
8131117,3559,2
8468304,4151,2
8468304,3651,6
8514543,19656,1
9848475,10641,2
12257296,17562,2
13306053,10265,2
13306053,11039,2
13306053,18265,2
13462300,9258,1
13686637,8303,1
14112846,3651,10
14112846,18265,1
14444171,10641,12
15073756,11772,2
15172335,16366,3
16811574,10641,4
16811574,10656,2
17012209,15389,2
17012209,8144,1
18634492,6012,6
18634492,5494,4
19900811,11671,1
19905234,19656,2
20319864,17166,4
20319864,12899,2
21973891,16366,1
22152295,12005,2
988103,10746,2
1745420,6856,1
2242499,5326,2
2803144,18844,4
2940641,1345,2
4087147,10746,14
4286694,16366,1
4286694,1233,2
4286694,6858,58
5394352,8144,14
5394352,8114,2
6483232,5727,4
6642703,18265,1
7427698,19419,1
7427698,4516,2
8465130,18265,3
10271591,9399,1
12197533,16686,2
12510881,12976,1
12510881,18265,28
12873334,10991,2
12873334,10593,1
12873334,16065,1
13920349,12370,1
13920349,12899,1
15094304,18853,4
16224000,5923,1
16224000,16366,1
16236704,915,2
16472073,11931,2
17135266,16979,3
18404530,12034,14
18404530,9824,2
18404530,12005,4
18404530,17761,1
18404530,9893,15
18404530,9843,1
18404530,12003,2
18404530,8347,2
19200776,10746,2
19200776,11772,6
19931851,6482,3
20255229,17071,4
22460080,2391,1
22840882,16366,1
22840882,3651,3
22840882,19466,4
476940,4141,10
476940,3651,6
1068407,3309,2
1068407,17071,2
1068407,17070,4
1082875,18148,3
1082875,16366,1
1086326,16366,1
1893109,18676,4
1893109,3092,11
1893109,18265,23
1893109,3238,9
1907123,12968,2
2683533,8303,2
4213233,4516,2
4396893,11772,11
4659130,6858,32
5795274,12899,1
6948390,4374,6
6948390,12346,1
7102684,11999,1
7102684,12433,1
7431106,10641,2
8112816,11039,2
8361933,4341,5
8361933,19034,4
8909787,19656,26
9423427,11000,2
9484825,10746,12
9484825,17562,12
10410666,12433,1
10410666,8144,10
11253919,16868,6
11264863,8144,1
11264863,12370,1
11454237,4701,2
12951276,12420,2
14247617,10594,1
14850008,5204,1
15150058,12973,1
15165184,7354,6
15165184,8510,2
15165184,12370,3
15505289,17562,2
15505289,17568,1
15842841,10137,7
16788148,3309,10
16788148,12899,1
20133650,10656,9
20133650,8144,20
20133650,1379,1
20133650,10985,2
20133650,8367,2
20133650,7378,6
20133650,3651,2
20268640,8144,4
21320911,12370,2
21320911,8144,10
1564505,8023,1
1658287,3651,16
1658287,12370,1
2620657,19625,1
2620657,19011,2
3864209,6858,6
3864209,16366,1
4082552,12519,2
4082552,3309,2
4412184,1339,2
4412184,1233,4
4642243,15389,1
4642243,8144,1
5458923,8144,1
5458923,12370,2
6419878,12370,1
8571066,11019,1
8571066,8815,6
8571066,9516,3
8804824,8474,8
9752491,12370,3
11204445,12899,1
11850414,4725,2
12040302,18265,1
12129710,19034,2
12261708,915,23
13423255,12899,1
15169037,18265,1
15422015,5018,1
15422015,5027,10
16309807,7378,3
17816560,15459,3
17816560,12370,1
17933187,18265,7
18200503,913,1
18200503,1233,4
19114002,3651,4
20354921,18853,6
20940477,12889,1
20940477,10271,1
21872447,12370,1
21872447,3309,9
33519,1233,2
371470,18853,6
371470,19089,4
831053,11196,2
1994348,18265,6
2616908,431,2
2616908,2995,2
3950618,11447,6
4963191,6856,2
4963191,913,1
4963191,12003,1
4963191,16366,1
4963191,8144,2
4963191,6858,4
5740187,10746,2
7206169,14894,2
7206169,14864,1
7611674,10442,2
7611674,7076,8
7611674,11886,1
7611674,7047,1
7679533,11772,4
9270376,17562,2
9270376,12370,1
9270376,17568,2
9610227,16366,2
10078924,18265,4
10190676,18265,4
11483894,10265,8
11913862,17728,2
11913862,17842,2
12409030,11039,6
12887188,12332,1
15641966,12372,1
16709982,4341,1
16709982,4374,8
17239621,10746,2
17239621,18265,1
17975637,16996,4
18432799,12370,1
18432799,18265,2
19007968,5108,15
19222926,16686,2
22110395,12370,1
22214519,11772,1
22214519,16205,1
148297,10746,2
583775,12370,1
1454548,16366,3
1743952,10746,1
2783273,10265,2
2783273,19034,6
2783273,18222,1
3049521,5923,2
3471982,10746,18
6482205,12370,1
6482205,12899,1
7519777,6675,2
7519777,6719,8
7519777,6645,18
7655215,19089,14
8487381,12370,1
8487381,12675,1
8828121,8341,2
10758149,12370,1
10758149,2787,10
11915950,18265,4
11915950,18102,2
13707498,7155,1
13707498,8367,1
14162672,6482,2
15201074,5923,5
15201074,5484,1
15201074,5979,8
15201074,5372,4
15391137,8759,1
15884001,7378,3
15884001,7814,2
16089346,18265,2
16658988,10404,10
17831614,10746,3
19317687,12370,1
19317687,3651,44
19671081,10746,4
19835990,19089,3
934876,17673,5
934876,17729,1
934876,9787,1
4300479,11039,2
4902853,12370,2
5556324,16868,2
5785826,16868,1
6045141,6858,2
6275384,3651,2
6482474,6509,2
6482474,6541,3
6482474,6516,1
6643705,18265,4
7867887,2044,1
8036809,8303,1
8036809,10279,4
8379691,7378,6
8405084,3238,4
8405084,913,1
8685299,12968,1
8685299,10746,2
8685299,8303,3
10433342,12370,1
10433342,4,1
10441791,7045,6
11812740,13125,2
11812740,8023,8
11812740,8022,1
13469208,16366,1
13469208,12899,1
14133958,5018,2
14133958,8908,10
14133958,15471,2
14245097,18265,2
14732518,10107,2
14732518,11039,4
14949976,10746,16
15033172,12899,1
15394601,17568,1
16322332,18265,6
17016585,16065,1
17016585,10275,2
17016585,10271,1
17016585,12974,1
17940198,19656,4
17940198,13087,5
17952932,12442,1
18393847,11019,2
18393847,11039,12
18393847,12433,1
19722967,6012,11
19758484,11772,1
19913835,11039,4
20164165,11000,2
20472470,7045,2
20503048,4287,8
21268106,12370,1
21268106,18265,14
21973145,10447,2
21973145,11768,1
21973145,11881,26
21973145,11974,3
22589296,3304,1
120544,8665,14
120544,8714,12
348841,303,4
1285403,13912,2
1560854,10746,2
1560854,6856,4
1560854,8144,37
1640027,6645,4
3488382,4141,2
3488382,3651,30
3596538,12370,1
6950843,6858,8
6950843,16366,2
6998561,12619,2
7035614,10656,2
9840566,18265,1
11143158,1233,22
11143158,1335,2
11869027,8751,1
13302960,9843,1
14120920,12370,1
15300715,11772,2
15300715,19230,2
15533554,12370,1
15535444,18265,2
15620340,12370,1
15620340,3651,4
17001465,10137,2
17001465,12370,1
17362117,10985,2
17362117,12370,2
17362117,11881,20
17362117,10594,1
18324208,10746,2
18671926,13896,16
18671926,3651,17
18671926,6516,4
18671926,4133,1
18671926,13894,2
18671926,13898,6
18671926,18148,2
20150505,5108,3
20150505,5088,2
20150505,5100,4
20150505,7982,4
20150505,7909,4
20150505,5097,4
20636166,3092,2
20636166,12370,1
21049510,1084,10
21049510,189,1
21343936,12899,2
22002019,3651,6
22091714,10265,2
22091714,11019,11
22094328,19011,2
22094328,19089,2
259624,8023,8
680623,1728,4
2129596,16772,1
2129596,12899,1
3364058,12370,1
3364058,10265,4
3703251,18265,6
3703251,18258,1
3703251,12370,1
5399225,7759,1
5399225,7378,2
5463080,12370,1
6386743,6252,2
7208856,8510,1
7538633,16366,3
7538633,8144,14
8334076,7378,3
8334076,16366,1
10119628,7177,6
10667788,10594,6
10667788,10746,3
11062279,12370,1
12670988,3304,2
13131866,6482,14
14943717,12349,1
15311887,13087,2
15311887,13274,4
16473603,1674,4
17502758,18256,4
19709353,18265,2
19739041,12899,1
20123999,5029,1
20123999,5053,6
22127994,8144,1
